;product_id;origin;brand;name;reference;type;category;price;areaApplication;analysisDate;quantity;petitionDate;priority;evaluators;packaging;testedBy;consistency;brightness;firmness;stickiness;aqueousSensation;oilyFeeling;freshSensation;extensibility;easyAbsorption;glossSkin;skinStickiness;amountResidue;smoothnessSkin;silkyRes;waxyRes;greasyRes;oilyRes;homogeneity
25;646229f7fd2be73cff723f5b;COMPETITOR;CHILL MORE;BODY PERFUME VEIL - TANGERINE YARD;8097C0003;;;;BODY;18/05/2023;False;15/05/2023;HIGH;;;;5.3;7.4;2.6;2.8;5.4;4.6;4.0;6.0;58.5;3.3;3.5;3.8;6.5;56.0;12.0;50.0;0.0;
26;64622a9bfd2be73cff724294;COMPETITOR;ROCKINGZOO;MOISTURE BODY LOTION –  PEACH OOLONG;8097C0002;;;;;;False;15/05/2023;HIGH;;;;6.7;6.4;4.0;4.0;5.3;4.9;3.7;5.8;71.4;3.6;3.5;3.6;6.8;86.0;0.0;20.0;0.0;
27;64634375fd2be73cff724931;COMPETITOR;LA MER;THE RENEWAL OIL;7273E0004;FACIAL OIL;;;FACE;24/05/2023;False;16/05/2023;MEDIUM;17;;;0.3;9.5;0.3;0.3;1.5;0.5;0.9;9.6;84.2;7.7;1.7;4.8;6.4;15.0;3.0;0.0;82.0;
28;646721bed2ebc064722ca3b4;COMPETITOR;DAITO KASEI;MAKILENE GC (BUTYLENE GLYCOL) NATURAL;XR00004417;GLYCOL;;;;12/06/2023;False;19/05/2023;MEDIUM;15;;;0.3;9.8;0.3;0.3;0.8;0.6;0.8;9.6;98.5;7.6;2.0;5.8;6.2;17.0;0.0;0.0;83.0;
29;646724a9d2ebc064722ca6e9;COMPETITOR;SYMRISE;1,2-HEXANEDIOL;208388;GLYCOL;;;;08/06/2023;False;19/05/2023;MEDIUM;16;;;0.4;9.8;0.2;0.3;0.3;0.3;0.7;9.8;95.8;9.1;0.6;6.3;7.4;0.0;0.0;3.0;97.0;
30;646de2d9d2ebc064722cdff9;COMPETITOR;DIOR;GOLDEN SHIMMERING GEL;7996C0001;BODY GEL;;;BODY;08/06/2023;False;24/05/2023;MEDIUM;16;;;6.4;7.0;2.1;1.9;7.7;2.0;7.8;7.9;34.8;2.1;2.0;1.7;7.7;100.0;0.0;0.0;0.0;
31;646df046d2ebc064722ce66d;COMPETITOR;DIOR;BODY CREAM;8133A0001;BODY CREAM;;;BODY;08/06/2023;False;24/05/2023;MEDIUM;16;;;7.5;6.1;4.7;4.7;4.3;5.8;4.3;4.5;52.5;4.2;3.6;4.0;6.2;47.0;34.0;19.0;0.0;
32;646f3fb89b9c565d939ebdac;PUIG;LDS;PUIG_00002;7582A0009;FACIAL CREAM;;;FACE;06/06/2023;True;25/05/2023;MEDIUM;;;;7.2;4.8;4.5;4.4;4.8;5.0;4.2;4.9;61.5;3.5;3.5;3.8;6.0;38.0;38.0;25.0;0.0;
33;646f413e9b9c565d939ec0eb;PUIG;LDS;PUIG_00003;7582A0008;FACIAL CREAM;;;FACE;06/06/2023;True;25/05/2023;MEDIUM;;;;7.1;4.7;4.4;4.3;4.8;5.1;4.1;5.1;74.5;3.5;3.6;3.8;6.2;50.0;38.0;13.0;0.0;
34;647464479b9c565d939ee1ec;COMPETITOR;BASF;COCOGLYCERIDES;212080;EMOLIENT;;;;05/07/2023;False;29/05/2023;MEDIUM;16;;;0.3;9.8;0.3;0.2;0.2;0.3;0.6;9.8;98.1;8.5;0.5;6.1;7.0;16.0;0.0;0.0;84.0;
35;647468c49b9c565d939ee52f;COMPETITOR;OXI-MED;WITARIX MCT C8;212374;EMOLIENT;;;;05/07/2023;False;29/05/2023;MEDIUM;16;;;0.2;9.8;0.2;0.2;0.4;0.3;0.5;9.9;96.1;9.4;0.5;5.8;7.1;13.0;0.0;0.0;88.0;
36;647469149b9c565d939ee874;COMPETITOR;NATURA-TEC;GRAPE SEED OIL REFINED;XR00006078;EMOLIENT;;;;28/06/2023;False;29/05/2023;MEDIUM;15;;;0.3;9.9;0.3;0.3;0.3;0.3;0.8;9.8;97.7;9.5;0.9;6.0;7.1;10.0;0.0;7.0;83.0;
37;64771bc09b9c565d939f046f;COMPETITOR;BYREDO;HAND CREAM ROSE;8056A0002;HAND CREAM;;;HAND;01/05/2023;False;31/05/2023;HIGH;15;;;8.0;5.2;6.0;6.1;3.5;6.5;4.0;4.0;65.0;5.6;5.0;4.8;5.0;18.0;0.0;82.0;0.0;
38;64772b949b9c565d939f07b8;COMPETITOR;DIPTYQUE;LUXURIOUS HAND BALM;7821A0006;HAND BALM;;;HAND;30/05/2023;False;31/05/2023;HIGH;16;;;7.1;6.6;4.3;4.2;4.5;5.4;4.1;4.8;57.5;3.9;3.3;3.7;6.8;84.0;16.0;0.0;0.0;
39;64772c339b9c565d939f0b03;COMPETITOR;L:A BRUKET;HAND CREAM 244;7821A0007;HAND CREAM;;;HAND;31/05/2023;False;31/05/2023;HIGH;;;;7.0;6.8;3.9;4.1;4.4;5.5;3.8;4.7;53.4;2.5;3.6;3.6;5.9;63.0;38.0;0.0;0.0;
40;64772e2b9b9c565d939f0ff6;COMPETITOR;LE LABO;HAND POMADE HIANOKI;7821A0008;HAND POMADE;;;HAND;29/05/2023;False;31/05/2023;HIGH;;;;8.6;4.0;6.3;6.4;3.6;6.7;2.7;3.8;73.1;4.7;4.9;5.0;4.8;25.0;44.0;31.0;0.0;
41;6477340f9b9c565d939f19dd;COMPETITOR;DIPTYQUE;VELVET HAND LOTION;7822A0002;HAND LOTION;;;HAND;06/06/2023;False;31/05/2023;HIGH;;;;5.5;7.4;3.1;3.2;5.8;4.1;5.5;6.2;62.5;3.6;3.7;3.7;6.0;47.0;44.0;9.0;0.0;
42;647734f59b9c565d939f1d2e;COMPETITOR;L:A BRUKET;HAND CREAM 159;7822A0003;HAND CREAM;;;HAND;30/05/2023;False;31/05/2023;MEDIUM;;;;6.1;7.2;3.6;3.8;4.7;5.0;4.3;5.0;46.8;2.9;3.2;3.4;5.9;53.0;47.0;0.0;0.0;
